location,climate,housing,health,crime,transportation,education,arts,recreation,economy,climate_log10,housing_log10,health_log10,crime_log10,transportation_log10,education_log10,arts_log10,recreation_log10,economy_log10
"Sharon,PA",570,6697,700,384,2017,3022,52,1100,4055,2.75587485567,3.82588029894,2.84509804001,2.58433122437,3.30470589821,3.48029446,1.71600334363,3.04139268516,3.60799085855
"Sheboygan,WI",442,8121,593,450,3458,2557,268,1316,4765,2.64542226935,3.90960951049,2.77305469336,2.65321251378,3.53882498894,3.40773072803,2.42813479403,3.11925588928,3.67806290497
"Sherman-Denison,TX",524,5722,394,1035,1922,2652,68,937,6213,2.71933128698,3.75754785347,2.59549622183,3.01494034979,3.28375338333,3.42357351973,1.83250891271,2.97173959089,3.79330135361
"Shreveport,LA",508,6534,1445,1197,4401,2858,2826,1389,6585,2.70586371228,3.81517913014,3.15986784709,3.07809415041,3.64355136856,3.45606222445,3.45117215751,3.14270224574,3.8185557793
"Sioux-City,IA-NE",385,6528,846,759,4316,2673,1393,1359,4648,2.58546072951,3.81478014575,2.92737036304,2.8802417759,3.63508143601,3.42699895876,3.14395111642,3.13321945673,3.66726611938
"Sioux-Falls,SD",276,7983,1041,556,6271,2651,465,1324,5204,2.44090908207,3.90216612927,3.01745072951,2.74507479158,3.79733680078,3.42340972773,2.66745295289,3.1218879851,3.71633728789
"South-Bend-Mishawaka,IN",545,5938,830,1038,5634,2874,2672,1819,5056,2.73639650228,3.77364019326,2.91907809238,3.01619735351,3.75081684265,3.4584867638,3.4268364538,3.25983269906,3.70380706527
"Spokane,WA",574,6927,497,869,5534,2774,2988,1517,4722,2.7589118924,3.84054518764,2.69635638873,2.93901977645,3.7430391548,3.44310645674,3.47538059314,3.18098558079,3.67412598274
"Springfield,IL",524,7882,1877,1225,6172,3078,1983,1536,5384,2.71933128698,3.89663643053,3.27346427262,3.0881360887,3.79042591739,3.4882686155,3.29732271421,3.1863912157,3.73110505122
"Springfield,MA",453,8039,710,1212,6159,3525,3466,1514,5289,2.65609820201,3.90520202866,2.85125834872,3.08350261983,3.78951020409,3.54715912133,3.53982855838,3.18012587516,3.72337356702
"Springfield,MO",544,6343,577,892,3828,2709,1634,1737,5932,2.7355988997,3.8022947114,2.76117581316,2.95036485438,3.5829719291,3.43280900503,3.2132520522,3.23979981845,3.77320114236
"Stamford,CT",648,23640,2610,835,3110,3029,7865,1729,6158,2.81157500587,4.37364747221,3.41664050734,2.92168647548,3.49276038903,3.48129927333,3.89569872696,3.23779499327,3.78943968457
"State-College,PA",575,8405,612,540,2740,3169,1271,1200,4677,2.75966784469,3.92453771778,2.78675142215,2.73239375982,3.43775056282,3.50092223919,3.10414555055,3.07918124605,3.66996736991
"Steubenville-Weirton,OH-WV",542,6578,505,418,1532,2672,147,1460,3744,2.73399928654,3.81809386915,2.70329137812,2.62117628178,3.1852587653,3.4268364538,2.16731733475,3.16435285578,3.57333584007
"Stockton,CA",625,8474,342,1395,4427,2155,1579,1630,5672,2.79588001734,3.92808845966,2.53402610606,3.14457420761,3.64610952198,3.3334472745,3.19838213001,3.2121876044,3.75373622218
"Syracuse,NY",548,7670,1040,689,6951,3144,5080,2851,4474,2.73878055848,3.88479536395,3.0170333393,2.83821922191,3.84204728851,3.49748253737,3.70586371228,3.45499721731,3.65069597976
"Tacoma,WA",808,7770,539,1162,4730,2546,4297,4000,4887,2.90741136077,3.8904210188,2.73158876519,3.06520612805,3.67486114074,3.40585839932,3.63316535368,3.60205999133,3.68904233903
"Tallahassee,FL",404,8029,370,1161,5530,2790,2181,1936,6021,2.60638136511,3.90466145792,2.56820172407,3.06483221974,3.7427251313,3.44560420327,3.33865566558,3.28690535297,3.77966862721
"Tampa-St.-Petersburg-Clearwater,FL",440,7442,1189,1493,5588,3044,5040,2943,7256,2.64345267649,3.87168966569,3.07518185462,3.17405980773,3.74725639744,3.4834446481,3.70243053645,3.4687902621,3.86069727405
"Terre-Haute,IN",557,5527,453,630,3550,3012,1226,1401,4353,2.74585519517,3.74248946458,2.65609820201,2.79934054945,3.55022835306,3.47885496753,3.08849047018,3.14643813529,3.63878866716
"Texarkana,TX-Texarkana,AR",467,5717,343,822,2537,2899,63,669,4772,2.66931688057,3.75716819221,2.53529412004,2.91487181754,3.40432046722,3.46224821535,1.79934054945,2.82542611777,3.678700435
"Toledo,OH",518,7767,1738,998,5323,2852,4389,1952,4534,2.71432975975,3.89025330515,3.24004977211,2.99913054129,3.72615646617,3.45514952118,3.64236558084,3.29047981333,3.65648151579
"Topeka,KS",501,7110,1148,999,5348,2795,1632,1141,5464,2.69983772587,3.85186960073,3.05994188806,2.99956548823,3.72819139859,3.44638181222,3.21272015442,3.05728564442,3.73751069067
"Trenton,NJ",636,10616,1372,1181,4786,3311,5029,1646,5772,2.80345711565,4.02596090986,3.13735411137,3.07224989761,3.67997269428,3.51995918075,3.70148163562,3.21642983088,3.76132632242
"Tuscon,AZ",589,8548,1259,1400,4397,2685,4889,3131,6147,2.77011529479,3.93186451349,3.10002573011,3.14612803568,3.64315646562,3.42894429004,3.68922003726,3.49568306762,3.78866321312
"Tulsa,OK",530,7498,1581,1080,3758,2628,4248,2024,7115,2.7242758696,3.87494543609,3.19893186993,3.03342375549,3.57495677576,3.41962536089,3.62818450807,3.30621050817,3.85217490442
"Tuscaloosa,AL",470,6464,674,1014,4723,2390,1432,1090,4900,2.67209785794,3.81050134777,2.82865989654,3.006037955,3.67421794558,3.37839790095,3.15594301797,3.03742649794,3.69019608003
"Tyler,TX",500,7298,672,955,3460,3283,404,631,7327,2.69897000434,3.86320385903,2.82736927305,2.98000337158,3.53907609879,3.51627088273,2.60638136511,2.80002935924,3.86492619154
"Utica-Rome,NY",548,6744,391,400,4592,2970,858,1750,5226,2.73878055848,3.82891756162,2.5921767574,2.60205999133,3.66200187939,3.47275644932,2.93348728785,3.24303804869,3.71816940539
"Vallejo-Fairfield-Napa,CA",821,10503,1079,964,4153,2498,2962,1559,5819,2.91434315712,4.02131336548,3.03302144468,2.9840770339,3.61836193111,3.39759243404,3.47158505419,3.19284611519,3.76484835719
"Vancouver,WA",768,9015,517,752,3817,2332,1557,1464,4571,2.88536122003,3.95496573106,2.71349054309,2.87621784059,3.58172215995,3.36772854609,3.19228861257,3.16554107672,3.66001122129
"Victoria,TX",336,7143,260,1092,2407,2696,87,1410,7599,2.52633927739,3.85388065012,2.41497334797,3.03822263837,3.38147609028,3.43071988786,1.93951925262,3.14921911266,3.88075644451
"Vineland-Millville-Bridgeton,NJ",615,7295,807,1135,4133,2747,2097,1474,5023,2.78887511578,3.86302529623,2.90687353472,3.05499586153,3.61626540528,3.43885865942,3.32159843047,3.16849748352,3.70096317816
"Visalia-Tulare-Porterville,CA",543,7778,210,1132,3094,2128,511,2800,5563,2.73479982959,3.89086793881,2.32221929473,3.05384642685,3.49052030936,3.32797162362,2.70842090013,3.44715803134,3.74530905994
"Waco,TX",412,6106,538,1166,3018,2867,1141,1248,6259,2.61489721603,3.78575679996,2.73078227567,3.06669855042,3.47971923544,3.45742769295,3.05728564442,3.09621458535,3.79650495155
"Washington,DC-MD-VA",631,13724,4361,1317,8236,3635,21701,1578,6072,2.80002935924,4.13748070938,3.63958608667,3.11958577496,3.91571633795,3.5605044152,4.33647974696,3.19810699887,3.78333176289
"Materbury,CT",569,10024,1218,789,2434,2995,318,946,5656,2.7551122664,4.00104105799,3.0856472883,2.89707700321,3.38632057389,3.47639682673,2.50242711998,2.9758911364,3.75250940079
"Waterloo-Cedar-Falls,IA",347,7881,925,700,3351,2889,3000,1900,4407,2.54032947479,3.89658132751,2.96614173274,2.84509804001,3.52517442784,3.46074754184,3.47712125472,3.27875360095,3.64414305051
"Wausau,WI",308,7642,818,442,3496,2749,761,1654,4300,2.4885507165,3.88320703335,2.91275330367,2.64542226935,3.54357142396,3.43917473984,2.88138465677,3.21853550522,3.63346845558
"West-Palm-Beach-Boca-Raton-Delray-Beach,FL",509,10512,375,1783,5201,3224,2888,3772,7992,2.70671778234,4.02168535222,2.57403126773,3.25115134318,3.71608685377,3.50839503313,3.4605971889,3.57657168407,3.90265547522
"Wheeling,WV-OH",542,6576,791,308,2450,3002,422,1271,4740,2.73399928654,3.81796180453,2.8981764835,2.4885507165,3.38916608436,3.47741068791,2.62531245096,3.10414555055,3.67577834167
"Wichita,KS",494,7061,806,1164,3933,2981,2987,1508,6036,2.69372694892,3.84886621149,2.90633504181,3.06595298031,3.59472394641,3.47436197603,3.4752352226,3.17840134153,3.7807492311
"Wichita-Falls,TX",456,6404,549,1179,2793,2747,599,1126,6805,2.65896484266,3.80645132325,2.73957234445,3.0715138051,3.4460709357,3.43885865942,2.77742682239,3.05153839052,3.83282812954
"Williamsport,PA",558,7284,860,464,3097,2906,196,726,3288,2.74663419894,3.86236993712,2.93449845124,2.66651798055,3.49094120536,3.46329560996,2.29225607136,2.8609366207,3.51693180887
"Wilmington,DE-NJ-MD",597,7927,1445,1115,4532,3112,4545,1923,6174,2.77597433113,3.89910885819,3.15986784709,3.04727486738,3.65628990119,3.49303958832,3.65753388756,3.28397928424,3.79056662515
"Wilmington,NC",564,6858,1099,1423,2904,2876,1077,2668,5390,2.75127910398,3.83619748078,3.04099769242,3.15320490008,3.46299661203,3.45878888171,3.0322157033,3.42618582524,3.73158876519
"Worcester,MA",562,8715,1805,680,3643,3299,1784,910,5040,2.74973631557,3.94026739145,3.25647720624,2.83250891271,3.56145917124,3.51838231555,3.25139485004,2.95904139232,3.70243053645
"Yakima,WA",535,6440,317,1106,3731,2491,996,2140,4986,2.72835378202,3.80888586736,2.50105926222,3.04375512697,3.57182524904,3.39637372754,2.99825933842,3.33041377335,3.69775227417
"York,PA",540,8371,713,440,2267,2903,1022,842,4946,2.73239375982,3.92277734193,2.85308952985,2.64345267649,3.35545152013,3.46284703583,3.0094508958,2.9253120915,3.69425411203
"Youngstown-Warren,OH",570,7021,1097,938,3374,2920,2797,1327,3894,2.75587485567,3.84639897303,3.04020662757,2.97220283838,3.52814507825,3.46538285145,3.44669246637,3.12287092286,3.59039594718
"Yuba-City,CA",608,7875,212,1179,2768,2387,122,918,4694,2.78390357927,3.89625056246,2.32633586093,3.0715138051,3.44216608578,3.37785241901,2.08635983067,2.9628426812,3.67154308526
